1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
40,0.389418342,-0.013338761,-0.055860747,0.241609354,0.5,0.500416867,0.516358331,0.492725528,0.495922831,0.484122712,0.442903162,0.446399193,0.43207446,0.402307135,0.422602266,0.380336146,0.36085717,0.330766492,0.316316192,0.353657759,0.317098179,0.303284038,0.282795191,0.269806854,0.231019447,0.204708897,0.246379931,0.239590691,0.289466596,0.260084796,0.304535552,0.256760998,0.250564184,0.200908166,0.213261066,0.23806992,0.204954026,0.225206499,0.274878828,0.290417547,0.288346363,0.337240659,0.341672706,0.387402463,0.428252573,0.441053316,0.434705444,0.405927706,0.441592727,0.478260918,0.522093112,0.499352966,0.513044108,0.550465959,0.529910551,0.56543561,0.556320678,0.517024284
41,0.398609328,-0.019746786,0.008032835,0.784327548,0.5,0.494541248,0.48681999,0.502902164,0.525761204,0.512533633,0.477405755,0.519418829,0.525002986,0.568006032,0.613924365,0.630537908,0.649671425,0.662775638,0.626231372,0.653102379,0.628217843,0.669430772,0.691571065,0.739292335,0.737055069,0.73858622,0.72918965,0.721742499,0.750743011,0.726621749,0.699498301,0.697186383,0.69103843,0.684387745,0.690398561,0.726663699,0.720634052,0.709234058,0.685373561,0.735272736,0.750829855,0.744483544,0.767347043,0.805009519,0.836644759,0.82989191,0.795177082,0.836557872,0.786908965,0.769373849,0.796114459,0.75211365,0.723397002,0.751905898,0.788649054,0.762691888,0.743781039,0.703904447
42,0.407760453,-0.007999706,0.1145694,0.52855109,0.5,0.491968434,0.508387614,0.461884133,0.471953424,0.433583268,0.483334549,0.485047501,0.463911577,0.494267366,0.450723302,0.418427841,0.411053037,0.364440899,0.37778265,0.412428467,0.433654025,0.479488294,0.483428221,0.454335247,0.449179334,0.40861372,0.442684104,0.457306255,0.476169231,0.523854792,0.528766566,0.562238679,0.57796084,0.620269337,0.573434057,0.590653021,0.548240669,0.559000467,0.55648317,0.556670775,0.605431896,0.584767929,0.540168086,0.579598088,0.530270377,0.537005516,0.580359824,0.565259283,0.567861636,0.565366756,0.538088913,0.496568085,0.469940335,0.485896714,0.493305905,0.536898907,0.586239627,0.591386593
43,0.416870802,0.011102266,-0.074919367,0.9285095,0.5,0.462673382,0.427372701,0.413618866,0.424988051,0.466759175,0.49424197,0.461877147,0.502311343,0.475419028,0.43705436,0.480974954,0.483900606,0.44404029,0.402248294,0.40504479,0.446685563,0.418636374,0.45409778,0.480477073,0.449165343,0.483906273,0.510709621,0.469902396,0.422463642,0.39123208,0.372480916,0.346644523,0.329062523,0.328622988,0.330122808,0.338130762,0.301522105,0.338212971,0.376283438,0.400595594,0.375360504,0.344822562,0.382238758,0.418543684,0.454010041,0.486867003,0.437752398,0.447743028,0.487894911,0.521346989,0.550124202,0.595141159,0.554007398,0.532336276,0.575887501,0.564932336,0.521760306,0.511148273
44,0.425939465,0.019996866,0.000885235,0.268297177,0.5,0.473145818,0.443295933,0.412667395,0.424452807,0.411655015,0.433576883,0.40887028,0.453007425,0.48297743,0.475182985,0.491599594,0.489197869,0.483610677,0.434374932,0.479873649,0.529391476,0.562736612,0.595696474,0.587666247,0.560732297,0.557871556,0.521580743,0.564493228,0.528809307,0.506153544,0.507793351,0.514434616,0.501255296,0.505731115,0.527585708,0.516227028,0.541284781,0.571105618,0.600412878,0.641247908,0.607849182,0.580979847,0.582675514,0.547910505,0.588801846,0.545940339,0.567926673,0.538075192,0.579173317,0.611302126,0.64738584,0.697323352,0.675638114,0.644787819,0.671339984,0.673678179,0.663975768,0.66481297
45,0.434965534,0.01050644,0.08098876,0.225328904,0.5,0.46512119,0.454531745,0.467612009,0.462935792,0.456757253,0.411319234,0.370156953,0.376897432,0.384867118,0.372520078,0.356812187,0.374963583,0.406182787,0.387906495,0.400851921,0.428117633,0.444281171,0.403605752,0.4446848,0.488886705,0.457094697,0.429908052,0.47664621,0.506175912,0.536260527,0.560585563,0.545438776,0.591630213,0.606070554,0.612662993,0.602619632,0.579853394,0.563352045,0.524601464,0.532762236,0.559560755,0.524713996,0.500778162,0.49798989,0.491005728,0.451948159,0.432867529,0.400961372,0.404541616,0.452567571,0.50184251,0.531646248,0.544445345,0.594434871,0.620404504,0.660122077,0.69063944,0.662341434
46,0.443948107,-0.008643559,-0.104330677,0.599129716,0.5,0.505207947,0.500310524,0.47300141,0.501930118,0.519496275,0.510562155,0.475660573,0.474847987,0.491337763,0.473850845,0.507735922,0.53109388,0.522519856,0.542876218,0.523722716,0.480879635,0.500320403,0.504167792,0.548389144,0.566081239,0.592639858,0.583187486,0.543985625,0.57417779,0.576304567,0.594473382,0.590091184,0.567616468,0.584599518,0.543872048,0.520793006,0.503578367,0.517211252,0.500447413,0.535990801,0.575258657,0.599610458,0.629380215,0.65201934,0.657427288,0.7070917,0.661069164,0.645947426,0.635669012,0.613200262,0.641219936,0.655272665,0.635211165,0.662248566,0.69609353,0.697716768,0.666863037,0.6285372
47,0.452886285,-0.019846709,-0.006226378,0.36853509,0.5,0.464529357,0.420405439,0.393472718,0.344608123,0.361633128,0.338308074,0.330809925,0.372617447,0.384798474,0.406377113,0.368239768,0.3634777,0.402622619,0.450114692,0.48976721,0.479181769,0.51969217,0.524278416,0.568058407,0.537246804,0.581034706,0.544998362,0.498441067,0.494805822,0.522653737,0.480427498,0.441648464,0.458379035,0.476687855,0.475699964,0.493171011,0.536991817,0.573211839,0.598430957,0.637165378,0.627098697,0.616892538,0.572381708,0.547489282,0.536207008,0.571224891,0.548696987,0.57462999,0.560045497,0.56697506,0.557073499,0.588030377,0.579179535,0.607752523,0.597304683,0.551678868,0.588625025,0.573795634
48,0.461779176,-0.012802887,0.060006362,0.866486609,0.5,0.524025871,0.492020476,0.508208704,0.490225755,0.509270166,0.553443657,0.596945376,0.607617545,0.583644912,0.628293393,0.596504193,0.551005373,0.511802786,0.478588245,0.466194071,0.508612823,0.548359565,0.561065497,0.564265874,0.515054881,0.495883139,0.535968455,0.56081611,0.558596323,0.517671576,0.535117036,0.533031976,0.559099554,0.523467376,0.562340523,0.568664264,0.607645552,0.644261432,0.643433154,0.610175026,0.602707437,0.584953239,0.587969136,0.564290718,0.572561864,0.585233787,0.548348461,0.537732534,0.575295043,0.596402302,0.604409511,0.563637045,0.561737301,0.529027172,0.48532953,0.454959005,0.499618715,0.506603119
49,0.470625888,0.006011851,-0.158645428,0.174728572,0.5,0.493724273,0.522797047,0.512666805,0.468192274,0.503117721,0.536475783,0.507280394,0.459308614,0.423347468,0.432562691,0.410560366,0.445986988,0.479707421,0.486327694,0.503924978,0.545985529,0.585833832,0.625029704,0.633007353,0.628164682,0.61638825,0.571410161,0.562130839,0.536213484,0.505072502,0.455326914,0.451322803,0.42836883,0.393242399,0.377401912,0.424853066,0.39741093,0.446014678,0.416788277,0.37990553,0.412076153,0.443562196,0.418056426,0.448833657,0.44659169,0.475590076,0.514672072,0.485051357,0.511967998,0.522801441,0.548941128,0.569790477,0.555865238,0.577276961,0.577326148,0.610224197,0.644599022,0.646393738
50,0.479425539,0.019299321,-0.013595031,0.81015813,0.5,0.482195692,0.514708708,0.562938212,0.569748768,0.573085919,0.541784298,0.551847708,0.534112981,0.53871554,0.550987286,0.594754395,0.613139593,0.577034158,0.624424602,0.574948116,0.537915487,0.53490894,0.550841498,0.573955374,0.602671611,0.595784127,0.574514743,0.546208937,0.571628189,0.547237389,0.526691117,0.529471704,0.531869985,0.526804095,0.505599003,0.465348477,0.472469633,0.460667609,0.502225411,0.476443362,0.497875976,0.494635006,0.498247193,0.547320661,0.49980624,0.462912148,0.474313586,0.521712319,0.487126136,0.45812201,0.46559789,0.481322907,0.492749059,0.50249459,0.508164492,0.481713806,0.431895944,0.462941454
51,0.488177247,0.014843084,0.045154307,0.857863887,0.5,0.463559501,0.414895765,0.435034643,0.390588441,0.385562407,0.426466901,0.439581858,0.434352137,0.464865354,0.422601308,0.452864455,0.447892302,0.400676866,0.370862519,0.398946947,0.416919625,0.401614638,0.442522059,0.487807648,0.524770671,0.538124577,0.587516172,0.616284977,0.617638657,0.657459038,0.674266426,0.666629296,0.624960181,0.58791236,0.607831673,0.567928937,0.592548205,0.625253061,0.591906879,0.553212034,0.546937259,0.515968843,0.518663442,0.489065059,0.521361392,0.502592484,0.458693005,0.464864743,0.499570798,0.535525103,0.549803677,0.501103088,0.481851162,0.471142873,0.506052875,0.516227808,0.497371337,0.533543596
52,0.496880138,-0.003259816,-0.302663619,0.255653936,0.5,0.516647882,0.486512487,0.486637339,0.445542151,0.492616129,0.457948862,0.475711409,0.459810975,0.478191843,0.483120375,0.447476781,0.48785682,0.526503587,0.571519672,0.614032638,0.650239986,0.68199301,0.697560981,0.676821952,0.655585281,0.647731019,0.609080661,0.60523695,0.619137626,0.575893283,0.52825106,0.496600568,0.454568187,0.421747023,0.430101748,0.445135275,0.450166692,0.472539074,0.451848045,0.44328077,0.433302259,0.462107076,0.441200804,0.427335701,0.384762375,0.433111163,0.402295051,0.44266821,0.449827959,0.490764062,0.511023383,0.545705192,0.50634641,0.550321836,0.592373228,0.591571106,0.611274951,0.654642367
53,0.505533341,-0.018365656,-0.02155791,0.473829377,0.5,0.489160212,0.524044251,0.552368047,0.597721474,0.628048054,0.632348146,0.593409325,0.594331767,0.592380131,0.561933092,0.531175702,0.500827135,0.51262941,0.464470387,0.420429234,0.446174551,0.436637255,0.417910284,0.414429395,0.436892658,0.401485921,0.393578448,0.42033649,0.375244004,0.369473466,0.387498689,0.398677718,0.361808462,0.408940212,0.418514424,0.435916672,0.458701208,0.457903144,0.505921859,0.485050691,0.496943209,0.509205959,0.489653976,0.494950411,0.454806419,0.444847082,0.435268469,0.415946588,0.405030332,0.448783941,0.434685938,0.458179711,0.425847241,0.413528466,0.364430418,0.314673893,0.281420115,0.233193511
54,0.514135992,-0.016586197,0.033690005,0.409205288,0.5,0.461393142,0.501825607,0.476107943,0.49308856,0.502855282,0.486475009,0.505890511,0.537818689,0.586640415,0.582789113,0.585899423,0.611126542,0.627577138,0.62457539,0.667075581,0.65545697,0.675814634,0.630497433,0.612102295,0.599665059,0.609354419,0.602523329,0.634231616,0.665986866,0.67297934,0.682710804,0.653633825,0.690169542,0.653530566,0.651852119,0.686677909,0.638743578,0.595777747,0.568378041,0.592010649,0.569739975,0.580907895,0.607112805,0.568276,0.584797031,0.617030043,0.664536382,0.694359183,0.712288743,0.744517152,0.709435035,0.69893563,0.671066051,0.688086333,0.643046472,0.664935823,0.691505348,0.692077501
55,0.522687229,0.000442535,-2.259154396,0.424925355,0.5,0.514068984,0.512011322,0.546281256,0.550010103,0.577847863,0.554063861,0.508683217,0.482134576,0.444170768,0.454948972,0.500622846,0.473596238,0.476467359,0.437248754,0.4664836,0.515779366,0.471261873,0.478681726,0.50673588,0.461210159,0.509233657,0.543628414,0.591401407,0.562578241,0.59690227,0.560219787,0.579455414,0.594375234,0.574949895,0.532415348,0.529374748,0.51801074,0.527836894,0.487238976,0.48843286,0.526090263,0.484555971,0.445008242,0.492496083,0.507732909,0.501927369,0.550852286,0.554676261,0.549052704,0.513432253,0.56275173,0.564801632,0.54309859,0.499559284,0.481387324,0.464931756,0.440439246,0.393227897
56,0.531186198,0.017064402,-0.030563684,0.422357696,0.5,0.531977659,0.536458384,0.540525625,0.569228,0.532865046,0.573791988,0.615750268,0.63297214,0.621966165,0.600886422,0.630757565,0.629686754,0.641242024,0.656277354,0.670616065,0.671829966,0.646340002,0.686112561,0.691138293,0.718724205,0.744487647,0.788516029,0.823383451,0.844717071,0.814452296,0.84577455,0.800307072,0.792600226,0.754105369,0.748409362,0.796892291,0.791733333,0.785587219,0.816001075,0.853901559,0.808171736,0.788020518,0.741186876,0.752928149,0.746910664,0.780640152,0.768829754,0.774266495,0.759786775,0.722757282,0.768883962,0.805931272,0.790851103,0.808991263,0.843188539,0.79908626,0.844605824,0.80273988
57,0.539632049,0.017997337,0.024234961,0.361440976,0.5,0.460086927,0.434661602,0.402851326,0.404462392,0.403391353,0.411397327,0.421775282,0.418969542,0.40427372,0.380305406,0.373151015,0.416267814,0.376019814,0.405083069,0.451259485,0.443744302,0.45336146,0.466878924,0.474096269,0.464651851,0.490161325,0.535632975,0.564502616,0.601749968,0.604691799,0.562143538,0.598325033,0.616739719,0.611377267,0.642471457,0.668090177,0.693394584,0.645347467,0.68304376,0.645313283,0.635484503,0.590293486,0.574531954,0.58100119,0.560978653,0.583684222,0.56088464,0.609882954,0.564102491,0.51833665,0.496391377,0.526589931,0.565129385,0.570973505,0.529101104,0.544219581,0.500490541,0.491655714
58,0.548023937,0.002383603,0.416542843,0.23655801,0.5,0.49049546,0.474056606,0.512081315,0.55704384,0.547563851,0.523056165,0.517686051,0.476657998,0.484183436,0.521401102,0.507607806,0.470193329,0.506596709,0.507355679,0.519813125,0.506663433,0.552967014,0.546297984,0.529728001,0.561802404,0.59725735,0.57600552,0.527463969,0.495571289,0.461445866,0.463798109,0.473985466,0.437616693,0.468352239,0.432374282,0.427336523,0.413119648,0.388628149,0.37049283,0.333422993,0.291622101,0.317697405,0.310632221,0.32892099,0.333762081,0.293662827,0.245719848,0.208390465,0.198178731,0.167687843,0.173208353,0.158199456,0.114412303,0.10365832,0.137456574,0.174860954,0.158348922,0.178912963
59,0.556361023,-0.015421604,-0.0412887,0.314191902,0.5,0.538604639,0.537837209,0.551738048,0.53315335,0.513278343,0.540833578,0.585375643,0.5655099,0.535421666,0.514571646,0.468655807,0.508755081,0.476467715,0.444356404,0.488907461,0.499036245,0.469948974,0.458986371,0.50493699,0.459307436,0.432314088,0.456176035,0.489833205,0.472082562,0.521437043,0.479249852,0.519492686,0.56214148,0.546672751,0.511428669,0.495566128,0.524079242,0.492927159,0.469223761,0.436310311,0.436799798,0.407168474,0.406163873,0.361260022,0.389878436,0.377554662,0.383544722,0.385185524,0.356163083,0.378154182,0.386955677,0.434511524,0.46474143,0.475183075,0.428611258,0.446328012,0.411354541,0.405079304
60,0.564642473,-0.01904826,0.016002019,0.205199342,0.5,0.537161628,0.567622415,0.579382724,0.612182809,0.658389091,0.632759113,0.622776042,0.631044946,0.649494987,0.69274445,0.736713929,0.70355017,0.712732663,0.741995007,0.781949916,0.815603285,0.768158007,0.807474534,0.786650986,0.769536243,0.761747263,0.739025826,0.77900269,0.740323259,0.721285573,0.742088481,0.731305417,0.775788654,0.817171058,0.845341915,0.848878521,0.852195669,0.853423279,0.828875696,0.829495063,0.816684206,0.860228175,0.848239571,0.810374051,0.807197024,0.81651413,0.850444833,0.826176381,0.778590238,0.750876246,0.757060314,0.772131092,0.814472719,0.859417872,0.869240527,0.886754849,0.841673736,0.878297978
61,0.57286746,-0.005162033,0.187158397,0.573001643,0.5,0.51186746,0.537250624,0.533999463,0.562873535,0.553414837,0.527922952,0.551407723,0.512388188,0.47046116,0.514311165,0.465335544,0.4478916,0.424915255,0.384416539,0.350089055,0.314779005,0.348930405,0.332873811,0.336032298,0.300008949,0.347913928,0.394947099,0.412749188,0.368129636,0.38392201,0.353345128,0.339771253,0.331921083,0.325484155,0.278123998,0.301373695,0.328400754,0.308173863,0.330508402,0.33256025,0.343678234,0.39087158,0.409256971,0.388533359,0.353665052,0.383774427,0.431516561,0.471014783,0.422186505,0.46103452,0.465397831,0.505968281,0.515997988,0.507801909,0.470969462,0.503941553,0.525767994,0.528795441
62,0.581035161,0.013470143,-0.054875489,0.177875702,0.5,0.499975527,0.497141738,0.495936762,0.458009967,0.423229451,0.463121915,0.445156358,0.467559502,0.483951783,0.466520684,0.448536349,0.476208178,0.427280011,0.435336006,0.393554831,0.378969848,0.408866264,0.458370776,0.444718213,0.436686888,0.40676464,0.377076897,0.368449736,0.328985932,0.364738903,0.410891714,0.403923302,0.380826284,0.334996006,0.370792967,0.403819263,0.39424299,0.436106944,0.483265725,0.506224894,0.483400286,0.527385488,0.531162292,0.572603518,0.58392882,0.554344549,0.511943321,0.542244373,0.575583453,0.546696983,0.567061404,0.519920345,0.537891611,0.50770882,0.481460139,0.490921516,0.535140661,0.575733726
63,0.589144758,0.019717932,0.008487488,0.456158991,0.5,0.514108955,0.52956233,0.499820399,0.46598018,0.481958844,0.522364352,0.500041217,0.549612652,0.552437408,0.558556102,0.543852762,0.527337307,0.567667865,0.529448154,0.556087208,0.574954978,0.57339325,0.532082532,0.56748812,0.575048659,0.61768004,0.613704099,0.624249951,0.634709569,0.629508315,0.588029394,0.60585675,0.602888479,0.599924144,0.599086761,0.573810547,0.605868071,0.625328132,0.586685145,0.594835191,0.59069818,0.545136348,0.504267614,0.518178491,0.523833725,0.478725354,0.495738066,0.482041696,0.501099934,0.452379172,0.421750032,0.428737742,0.405681377,0.44166893,0.489056071,0.464389805,0.46228206,0.466141626
64,0.597195441,0.007837145,0.117393015,0.099878769,0.5,0.526468897,0.555234045,0.565681283,0.552129814,0.514560968,0.551563198,0.583425632,0.590047515,0.564659109,0.577546447,0.587337112,0.544778038,0.511095118,0.498281677,0.52653785,0.561294503,0.534739574,0.535421019,0.532040404,0.564516419,0.543167536,0.589794644,0.5710808,0.598742945,0.606246082,0.650865672,0.652589563,0.62949798,0.674465143,0.676235398,0.633750102,0.637391512,0.655294168,0.642676245,0.601529076,0.622974804,0.668131464,0.655181864,0.659607473,0.644494115,0.632035076,0.60862099,0.586056501,0.590386854,0.573558815,0.616301839,0.612993185,0.656055802,0.701505622,0.666500857,0.67008992,0.667018337,0.716686374
65,0.605186406,-0.011249077,-0.073501913,0.437949101,0.5,0.489473812,0.52897464,0.542941258,0.54640322,0.522307876,0.56645687,0.543807386,0.526868451,0.563097486,0.525616217,0.510208231,0.545164375,0.574124942,0.559924943,0.528635749,0.534165275,0.519797889,0.548277623,0.503061511,0.549099063,0.542689415,0.520649725,0.51403273,0.495294699,0.499431501,0.470136016,0.486361656,0.504131444,0.519561859,0.517965018,0.479698025,0.524253295,0.489468931,0.471090181,0.514409126,0.471737708,0.490968218,0.465487934,0.445927673,0.479156411,0.487236052,0.440164193,0.443840787,0.482890421,0.497979923,0.449124101,0.470068254,0.442784882,0.481103222,0.484495204,0.469553514,0.420596605,0.440554153
66,0.613116852,-0.019992949,0.001328026,0.592494443,0.5,0.545522253,0.548513176,0.538641407,0.548294751,0.521565244,0.559454243,0.550204559,0.545112063,0.509184925,0.502575544,0.525689644,0.504846987,0.483982616,0.47160753,0.462262157,0.498991856,0.527435748,0.479718008,0.454482907,0.477154701,0.44691125,0.489380483,0.525243246,0.508366807,0.523574015,0.477289591,0.456789815,0.407315941,0.394139373,0.424547743,0.437645434,0.432574833,0.475053759,0.436069922,0.467051982,0.477556281,0.434040026,0.464322067,0.414860649,0.417197009,0.460080252,0.443178408,0.413476051,0.449454311,0.417291982,0.376305945,0.332298606,0.302464629,0.31646242,0.297422841,0.272003372,0.314768104,0.349299918
67,0.620985987,-0.010355396,0.082615863,0.459027762,0.5,0.524627928,0.545330461,0.541428242,0.565262413,0.563823913,0.526625323,0.507820017,0.48575884,0.525997867,0.54324705,0.583706241,0.543447051,0.544901597,0.570614042,0.549197632,0.519957054,0.52092147,0.546631127,0.582778218,0.581876012,0.55161349,0.507892173,0.474174406,0.430413398,0.388609947,0.411835896,0.394712913,0.418669269,0.374858537,0.407483665,0.392475236,0.360032671,0.406638359,0.426244375,0.458021681,0.419130057,0.384359286,0.391194882,0.424919257,0.425843199,0.457032302,0.486482281,0.507958642,0.519762161,0.564494011,0.540767184,0.49171609,0.500149504,0.518115298,0.487754702,0.440632558,0.456327526,0.501469041
68,0.628793024,0.00880286,-0.10200408,0.350418959,0.5,0.461043631,0.444401518,0.451031052,0.495940657,0.517037853,0.528525401,0.533807184,0.558296453,0.559573453,0.527323258,0.492998647,0.516157449,0.472481991,0.505236391,0.521769904,0.561342421,0.551706101,0.518247068,0.544585894,0.539006235,0.566676006,0.570900426,0.558721904,0.5666601,0.537882705,0.538872882,0.499311766,0.518086882,0.549607835,0.502613759,0.509885094,0.533028581,0.502518715,0.513749995,0.52826889,0.528220265,0.556867624,0.535027783,0.489508003,0.460388168,0.488061392,0.470014271,0.439369394,0.484627427,0.514412554,0.497696327,0.498108466,0.531832087,0.513034476,0.474645713,0.468439289,0.501482994,0.488870478
69,0.636537182,0.019867808,-0.005777427,0.591750125,0.5,0.470828124,0.516619621,0.526646176,0.531959949,0.529656121,0.517141615,0.519620955,0.508913864,0.533035057,0.575027194,0.592893124,0.554157995,0.521450063,0.526294796,0.541425654,0.544481831,0.509264558,0.516702653,0.557176646,0.592046462,0.626197307,0.668764532,0.713704041,0.744091585,0.764206164,0.744595101,0.755391548,0.804070733,0.786787927,0.740465978,0.784829054,0.767006898,0.740082969,0.707493055,0.747290656,0.775067473,0.802659284,0.769662258,0.781190821,0.826298409,0.86519394,0.853535887,0.820113712,0.800815178,0.850111365,0.806717475,0.782434325,0.757584889,0.76855924,0.807965908,0.811806659,0.773840406,0.757312518
70,0.644217687,0.012666384,0.061097996,0.149597441,0.5,0.501968296,0.540721248,0.573527066,0.537737268,0.50317169,0.505245684,0.479629782,0.457002662,0.45167386,0.408697482,0.393844536,0.364057959,0.369427826,0.335492532,0.285948389,0.239326769,0.205263247,0.167665123,0.210162458,0.204390493,0.224115477,0.247088024,0.205495922,0.218566508,0.259320165,0.243801594,0.240540572,0.23437164,0.247767892,0.27022528,0.309599787,0.267749662,0.276528857,0.287690815,0.286876732,0.262921238,0.230617088,0.237092181,0.283033698,0.308619881,0.356342656,0.315337721,0.321919183,0.293895679,0.313021193,0.274773261,0.24806176,0.235013142,0.265998293,0.311380798,0.325244288,0.318156856,0.326607486
71,0.651833771,-0.006180455,-0.15388102,0.214960232,0.5,0.522999149,0.510957549,0.48228211,0.497810214,0.480024677,0.43620932,0.405589556,0.372648511,0.41584395,0.439988962,0.393963662,0.421057178,0.452296127,0.487478651,0.496671187,0.54073962,0.553393034,0.510232308,0.468753197,0.466776912,0.442689051,0.476276586,0.486072211,0.451604275,0.441437042,0.456071818,0.445622266,0.466660853,0.44893215,0.408712694,0.427547068,0.413532337,0.453306856,0.457734661,0.409660121,0.360753538,0.311019046,0.277438252,0.27892045,0.246357421,0.243893521,0.267630736,0.239664955,0.240839808,0.240116149,0.204806726,0.174116565,0.136622565,0.094544387,0.070201574,0.085257357,0.134315787,0.139196592
72,0.659384672,-0.019345012,-0.013120869,0.174457529,0.5,0.545069066,0.55305532,0.541908913,0.548478441,0.511374011,0.514477066,0.510203782,0.547590603,0.527971474,0.533565823,0.561909844,0.558801089,0.552383095,0.539931672,0.543110101,0.565637827,0.545667906,0.55568963,0.590013081,0.569017544,0.598551056,0.581606808,0.598058787,0.590869237,0.627139858,0.612543984,0.627157013,0.631415183,0.615060432,0.622122322,0.639190386,0.67534443,0.679637873,0.692720254,0.711071595,0.690895734,0.648901873,0.661692324,0.620828956,0.631887207,0.675037296,0.662462975,0.707720695,0.680143462,0.641581666,0.595248786,0.573420898,0.582557039,0.565494396,0.593552328,0.633742725,0.585112456,0.620557666
73,0.666869635,-0.014723854,0.04596432,0.662160886,0.5,0.454675223,0.407606513,0.457249664,0.500075091,0.474414754,0.433764288,0.447492012,0.427329661,0.408348052,0.434466364,0.409468917,0.421164689,0.447786701,0.432599046,0.448612642,0.435032794,0.423657474,0.446796792,0.461044933,0.434646853,0.397316897,0.437196351,0.486093347,0.460086539,0.414943463,0.429190066,0.468384683,0.501145982,0.534360834,0.538422352,0.51041285,0.551720105,0.532594534,0.498714328,0.474129819,0.519210069,0.492221575,0.467451003,0.439843105,0.40763332,0.373238514,0.375006829,0.394463357,0.397185999,0.370179978,0.407593293,0.413782648,0.434314346,0.446840406,0.454104485,0.464374822,0.503212286,0.503411923
74,0.674287912,0.003434347,-0.286851127,0.349625371,0.5,0.454388075,0.427591644,0.432826673,0.482151248,0.484381453,0.46405597,0.469852456,0.471698114,0.515678286,0.49398155,0.509517712,0.542430545,0.49774253,0.527797754,0.512701157,0.538680556,0.504956466,0.49735712,0.488078436,0.526131215,0.508277829,0.48678505,0.437808686,0.431464711,0.462479635,0.47578689,0.508766869,0.508128936,0.50910877,0.500093142,0.463738146,0.462596935,0.494875832,0.487961892,0.447607602,0.449744833,0.48950347,0.480545305,0.495593781,0.469542346,0.438796169,0.47167124,0.422849865,0.378237225,0.406873287,0.44930449,0.459689576,0.437190133,0.445691326,0.485981807,0.499152666,0.457371055,0.442413349
75,0.68163876,0.018435025,-0.021035048,0.667958585,0.5,0.496630844,0.503653794,0.512885556,0.512041356,0.50779687,0.501671859,0.482668119,0.507155417,0.529057173,0.542940305,0.505916649,0.547660306,0.563902472,0.543408319,0.54212682,0.581304074,0.550124399,0.513588143,0.497860857,0.529751122,0.537369667,0.54905339,0.571387089,0.561125235,0.531502291,0.526059032,0.556651284,0.580966795,0.565544293,0.582956047,0.53983635,0.518153091,0.471755632,0.489364673,0.4560165,0.500904194,0.455927013,0.41950764,0.406500238,0.399199798,0.365843133,0.405618944,0.417020441,0.418684806,0.449756702,0.412839169,0.441838838,0.476498478,0.519048214,0.534495663,0.572832214,0.528335012,0.516884294
76,0.688921445,0.016486627,0.034337384,0.53418732,0.5,0.528509125,0.487139846,0.496263858,0.478621045,0.508571667,0.465035422,0.41644907,0.451264308,0.419862529,0.380836503,0.346546002,0.341980798,0.329429665,0.346916817,0.359355439,0.318705279,0.327876438,0.30010358,0.319260334,0.305647954,0.335050701,0.353033483,0.342158663,0.363535553,0.377489425,0.370260958,0.396606716,0.391679306,0.388378543,0.409829592,0.441131326,0.393217516,0.362985642,0.319962066,0.28336016,0.233806272,0.24414355,0.244801047,0.246238717,0.216215164,0.208435805,0.257315927,0.237411102,0.199705966,0.157577375,0.148318795,0.185359232,0.198482543,0.214496037,0.216439677,0.235002417,0.26953742,0.315059081
77,0.696135239,-0.000619501,-1.613428789,0.717773795,0.5,0.518666267,0.527253812,0.478866094,0.512805556,0.552841216,0.542778591,0.574411036,0.57824432,0.589503553,0.543679361,0.499137701,0.538833091,0.572312456,0.594057635,0.610322074,0.616611656,0.625156761,0.672755204,0.681645348,0.709751091,0.715137024,0.719088347,0.69899986,0.730117423,0.711629651,0.736192358,0.739995572,0.775690771,0.778766772,0.827920558,0.824223687,0.836575282,0.849624419,0.884867984,0.850663548,0.863504794,0.843221259,0.845578462,0.822942267,0.825450473,0.824054093,0.869352154,0.9133342,0.925976586,0.914149009,0.920338689,0.915667212,0.913517881,0.905347916,0.884113874,0.9047511,0.921497847,0.960138217
78,0.703279419,-0.017156062,-0.029959,0.391065223,0.5,0.464529675,0.476742666,0.49989998,0.481626712,0.470494074,0.476174973,0.504712578,0.553108152,0.578196566,0.56208326,0.557397799,0.60213968,0.582210909,0.592513179,0.584608857,0.576934496,0.562485886,0.538782864,0.520623569,0.567701103,0.556761217,0.508270097,0.47189262,0.479361351,0.501087617,0.537751254,0.545374481,0.528483408,0.479085149,0.51255541,0.488268058,0.524662652,0.565885446,0.552142731,0.513216973,0.468898725,0.435382463,0.460032155,0.462610879,0.431569004,0.411599321,0.44650084,0.440173516,0.396909601,0.374368766,0.383850438,0.357056194,0.346630689,0.300092687,0.291396823,0.266626581,0.232643921,0.220739109
